time_ps,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
25689000000,13815,13873,13877,13805,13728,13529,13256,13044,12647,12178,11838,11255,10607,10150,9401,8596
25690000000,8038,7150,6217,5579,4584,3560,2865,1801,723,0,-1091,-2182,-3265,-3983,-5043,-6079
25692000000,-6759,-7746,-8694,-9308,-10181,-11002,-11526,-12251,-12911,-13322,-13868,-14340,-14621,-14964,-15227,-15365
25694000000,-15490,-15530,-15519,-15418,-15233,-15071,-14747,-14341,-14033,-13495,-12883,-12440,-11709,-10911,-10351,-9452
25695000000,-8500,-7841,-6811,-5740,-5009,-3885,-2736,-1962,-788,392,1181,2359,3527,4298,5434,6543
25697000000,7265,8315,9321,9967,10888,11750,12294,13050,13736,14155,14715,15196,15474,15816,16073,16198
25699000000,16308,16329,16296,16169,15954,15764,15405,14961,14620,14042,13387,12659,12135,11294,10391,9757
25700000000,8764,7722,7004,5896,4755,3980,2800,1605,803,-402,-1606,-2404,-3590,-4756,-5520,-6640
25702000000,-7723,-8423,-9434,-10393,-11002,-11865,-12664,-13159,-13841,-14449,-14810,-15285,-15678,-15892,-16142,-16304
25704000000,-16364,-16378,-16304,-16206,-15985,-15678,-15426,-14978,-14449,-14052,-13395,-12664,-12139,-11297,-10393,-9759
25705000000,-8765,-7723,-7005,-5897,-4756,-3981,-2801,-1606,-804,401,1605,2403,3589,4755,5519,6639
25707000000,7722,8422,9433,10392,11001,11864,12663,13394,13840,14448,14977,15284,15677,15984,16141,16303
25709000000,16377,16377,16303,16141,15984,15677,15284,14977,14448,13840,13394,12663,11864,11296,10392,9433
25710000000,8764,7722,6639,5896,4755,3589,2800,1605,401,-402,-1606,-2801,-3590,-4756,-5897,-6640
25712000000,-7723,-8765,-9434,-10393,-11297,-11865,-12664,-13395,-13841,-14449,-14978,-15285,-15678,-15985,-16142,-16304
25714000000,-16378,-16378,-16304,-16142,-15985,-15678,-15285,-14978,-14449,-13841,-13395,-12664,-11865,-11297,-10393,-9434
25715000000,-8765,-7723,-6640,-5897,-4756,-3590,-2404,-1606,-402,803,1605,2800,3980,4755,5896,7004
25717000000,7722,8764,9758,10392,11296,12138,12663,13394,14051,14448,14977,15425,15677,15984,16205,16303
25719000000,16377,16363,16303,16141,15891,15677,15284,14809,14448,13840,13158,12663,11864,11001,10392,9433
25720000000,8422,7722,6639,5519,4755,3589,2403,1605,401,-804,-1606,-2801,-3981,-4756,-5897,-7005
25722000000,-7723,-8765,-9759,-10393,-11297,-12139,-12664,-13395,-14052,-14449,-14978,-15426,-15678,-15985,-16206,-16304
25724000000,-16378,-16364,-16304,-16142,-15892,-15556,-15285,-14810,-14255,-13841,-13159,-12405,-11865,-11002,-10079,-9434
25725000000,-8423,-7366,-6640,-5520,-4370,-3590,-2404,-1205,-402,803,2005,2800,3980,5138,5896,7004
25727000000,8075,8764,9758,10700,11296,12138,12915,13394,14051,14633,14977,15425,15789,15984,16205,16338
25729000000,16377,16363,16259,16141,15891,15555,15284,14809,14254,13840,13158,12404,11864,11001,10078,9433
25730000000,8422,7365,6639,5519,4369,3589,2403,1204,401,-804,-2006,-2801,-3981,-5139,-5897,-7005
25732000000,-8076,-9102,-9759,-10701,-11585,-12139,-12916,-13622,-14052,-14634,-15136,-15426,-15790,-16068,-16206,-16339
25734000000,-16383,-16364,-16260,-16068,-15892,-15556,-15136,-14810,-14255,-13622,-13159,-12405,-11585,-11002,-10079,-9102
25735000000,-8423,-7366,-6270,-5520,-4370,-3197,-2404,-1205,0,803,2005,3196,3980,5138,6269,7004
25737000000,8075,9101,9758,10700,11584,12138,12915,13621,14051,14633,15135,15425,15789,16067,16205,16338
25739000000,16382,16363,16259,16067,15891,15555,15135,14809,14254,13621,13158,12404,11584,11001,10078,9101
25740000000,8075,7365,6269,5138,4369,3196,2005,1204,0,-1205,-2006,-3197,-4370,-5139,-6270,-7366
25742000000,-8076,-9102,-10079,-10701,-11585,-12405,-12916,-13622,-14255,-14634,-15136,-15556,-15790,-16068,-16260,-16339
25744000000,-16383,-16339,-16260,-16068,-15790,-15556,-15136,-14634,-14255,-13622,-12916,-12405,-11585,-10701,-10079,-9102
25745000000,-8076,-7366,-6270,-5139,-4370,-3197,-2006,-1205,0,1204,2005,3196,4369,5138,6269,7365
25747000000,8075,9101,10078,10700,11584,12404,12915,13621,14254,14633,15135,15555,15789,16067,16259,16363
25749000000,16382,16338,16205,16067,15789,15425,15135,14633,14051,13621,12915,12138,11584,10700,9758,9101
25750000000,8075,7004,6269,5138,3980,3196,2005,803,0,-1205,-2404,-3197,-4370,-5520,-6270,-7366
25752000000,-8423,-9102,-10079,-11002,-11585,-12405,-13159,-13622,-14255,-14810,-15136,-15556,-15892,-16068,-16260,-16364
25754000000,-16383,-16339,-16206,-16068,-15790,-15426,-15136,-14634,-14052,-13622,-12916,-12139,-11585,-10701,-9759,-9102
25755000000,-8076,-7005,-6270,-5139,-3981,-3197,-2006,-804,0,1204,2403,3589,4369,5519,6639,7365
25757000000,8422,9433,10078,11001,11864,12404,13158,13840,14254,14809,15284,15555,15891,16141,16259,16363
25759000000,16377,16338,16205,15984,15789,15425,14977,14633,14051,13394,12915,12138,11296,10700,9758,8764
25760000000,8075,7004,5896,5138,3980,2800,2005,803,-402,-1205,-2404,-3590,-4370,-5520,-6640,-7366
25762000000,-8423,-9434,-10079,-11002,-11865,-12405,-13159,-13841,-14255,-14810,-15285,-15556,-15892,-16142,-16260,-16364
25764000000,-16378,-16339,-16206,-15985,-15790,-15426,-14978,-14634,-14052,-13395,-12664,-12139,-11297,-10393,-9759,-8765
25765000000,-7723,-7005,-5897,-4756,-3981,-2801,-1606,-804,401,1605,2403,3589,4755,5519,6639,7722
25767000000,8422,9433,10392,11001,11864,12663,13158,13840,14448,14809,15284,15677,15891,16141,16303,16363
25769000000,16377,16303,16205,15984,15677,15425,14977,14448,14051,13394,12663,12138,11296,10392,9758,8764
25770000000,7722,7004,5896,4755,3980,2800,1605,803,-402,-1606,-2404,-3590,-4756,-5520,-6640,-7723
25772000000,-8423,-9434,-10393,-11002,-11865,-12664,-13159,-13841,-14449,-14978,-15285,-15678,-15985,-16142,-16304,-16378
25774000000,-16378,-16304,-16142,-15985,-15678,-15285,-14978,-14449,-13841,-13395,-12664,-11865,-11297,-10393,-9434,-8765
25776000000,-7723,-6640,-5897,-4756,-3590,-2801,-1606,-402,401,1605,2800,3589,4755,5896,6639,7722
25777000000,8764,9433,10392,11296,11864,12663,13394,13840,14448,14977,15284,15677,15984,16141,16303,16377
25779000000,16377,16303,16141,15984,15677,15284,14977,14448,13840,13394,12663,11864,11296,10392,9433,8764
25781000000,7722,6639,5896,4755,3589,2403,1605,401,-804,-1606,-2801,-3981,-4756,-5897,-7005,-7723
25782000000,-8765,-9759,-10393,-11297,-12139,-12664,-13395,-14052,-14449,-14978,-15426,-15678,-15985,-16206,-16304,-16378
25784000000,-16364,-16304,-16142,-15892,-15678,-15285,-14810,-14449,-13841,-13159,-12664,-11865,-11002,-10393,-9434,-8423
25786000000,-7723,-6640,-5520,-4756,-3590,-2404,-1606,-402,803,1605,2800,3980,4755,5896,7004,7722
25787000000,8764,9758,10392,11296,12138,12663,13394,14051,14448,14977,15425,15677,15984,16205,16303,16377
25789000000,16363,16303,16141,15891,15555,15284,14809,14254,13840,13158,12404,11864,11001,10078,9433,8422
25791000000,7365,6639,5519,4369,3589,2403,1204,401,-804,-2006,-2801,-3981,-5139,-5897,-7005,-8076
25792000000,-8765,-9759,-10701,-11297,-12139,-12916,-13395,-14052,-14634,-14978,-15426,-15790,-15985,-16206,-16339,-16378
25794000000,-16364,-16260,-16142,-15892,-15556,-15285,-14810,-14255,-13841,-13159,-12405,-11865,-11002,-10079,-9434,-8423
25796000000,-7366,-6640,-5520,-4370,-3590,-2404,-1205,-402,803,2005,2800,3980,5138,5896,7004,8075
25797000000,8764,9758,10700,11584,12138,12915,13621,14051,14633,15135,15425,15789,16067,16205,16338,16382
25799000000,16363,16259,16067,15891,15555,15135,14809,14254,13621,13158,12404,11584,11001,10078,9101,8422
25801000000,7364,6267,5517,4367,3194,2401,1203,0,-804,-2003,-3192,-3974,-5128,-6254,-6985,-8049
25802000000,-9068,-9719,-10652,-11525,-12070,-12835,-13529,-13947,-14514,-15003,-15279,-15628,-15891,-16015,-16133,-16164
25804000000,-16130,-16013,-15810,-15622,-15276,-14849,-14515,-13955,-13322,-12854,-12104,-11290,-10710,-9799,-8838,-7831
25806000000,-7134,-6064,-4964,-4215,-3079,-1929,-1158,0,1152,1916,3049,4162,4888,5953,6983,7642
25807000000,8599,9506,10075,10886,11636,12092,12729,13295,13621,14061,14423,14609,14836,14982,15023,15031
25809000000,14958,14853,14645,14358,14114,13701,13215,12842,12243,11580,11095,10335,9523,8947,8059,7131
25811000000,6487,5507,4502,3817,2784,1742,1043,0,-1039,-1724,-2740,-3734,-4379,-5326,-6238,-6819
25812000000,-7662,-8459,-8953,-9662,-10314,-10704,-11253,-11738,-12010,-12382,-12683,-12830,-13013,-13123,-13162,-13132
25814000000,-13051,-12899,-12745,-12479,-12148,-11877,-11441,-10946,-10572,-9986,-9351,-8890,-8181,-7432,-6905,-6102
25816000000,-5273,-4701,-3838,-2961,-2368,-1480,-591,0,877,1743,2308,3143,3954,4472,5231,5957
25817000000,6409,7066,7680,8051,8582,9063,9340,9729,10062,10237,10472,10649,10717,10794,10811,10772
25819000000,10692,10554,10414,10183,9900,9666,9299,8885,8570,8085,7560,7178,6597,5985,5553,4901
25821000000,4229,3765,3070,2365,1889,1178,469,0,-698,-1384,-1830,-2488,-3125,-3738,-4123,-4689
25822000000,-5222,-5547,-6021,-6456,-6711,-7077,-7401,-7578,-7827,-8030,-8124,-8250,-8330,-8341,-8343,-8300
25824000000,-8230,-8113,-7954,-7808,-7581,-7315,-7102,-6778,-6420,-6151,-5745,-5312,-5000,-4530,-4042,-3700
25826000000,-3189,-2667,-2309,-1777,-1242,-884,-352,173,519,1029,1527,1846,2316,2768,3050,3463
25827000000,3852,4087,4430,4744,4925,5188,5418,5540,5715,5856,5917,6001,6051,6051,6045,6005
25829000000,5947,5855,5732,5620,5449,5251,5092,4852,4590,4307,4097,3783,3453,3218,2867,2506
25831000000,2256,1883,1507,1251,873,496,246,-123,-486,-721,-1068,-1404,-1616,-1928,-2224,-2405
25832000000,-2672,-2919,-3065,-3278,-3469,-3574,-3728,-3859,-3922,-4014,-4082,-4102,-4131,-4136,-4116,-4084
25834000000,-4030,-3971,-3883,-3775,-3681,-3543,-3388,-3266,-3085,-2891,-2746,-2533,-2310,-2149,-1913,-1670
25836000000,-1501,-1252,-1001,-830,-579,-329,-163,79,318,472,699,918,1056,1258,1450,1567
25837000000,1738,1897,1988,2124,2245,2310,2407,2488,2554,2581,2621,2646,2646,2646,2632,2606
25839000000,2568,2517,2467,2396,2312,2243,2142,2031,1945,1820,1688,1590,1448,1300,1196,1042
25841000000,887,779,621,464,358,202,49,-50,-198,-341,-432,-567,-695,-774,-890,-1000
25842000000,-1064,-1159,-1247,-1295,-1367,-1430,-1462,-1509,-1547,-1561,-1583,-1597,-1594,-1592,-1581,-1564
25844000000,-1539,-1507,-1475,-1431,-1379,-1336,-1274,-1206,-1154,-1079,-999,-940,-855,-767,-705,-614
25846000000,-521,-458,-365,-272,-210,-119,-30,57,113,196,276,326,399,469,511,573
25847000000,631,663,712,756,779,814,844,857,877,892,896,902,903,897,890,878
25849000000,864,845,821,800,770,736,709,671,629,598,553,506,472,422,372,337
25851000000,285,234,199,148,97,63,15,-32,-63,-108,-151,-178,-218,-255,-278,-311
25852000000,-342,-359,-385,-408,-419,-438,-453,-460,-470,-477,-478,-481,-481,-477,-473,-466
25854000000,-458,-447,-434,-419,-406,-388,-368,-352,-330,-307,-289,-265,-239,-221,-194,-168
25856000000,-149,-122,-95,-77,-51,-26,-9,15,38,53,76,96,109,128,146,156
25857000000,171,185,193,204,214,218,226,232,234,237,239,239,238,236,233,230
25859000000,225,220,213,205,199,189,179,172,160,149,140,128,115,106,93,80
25861000000,71,57,45,36,23,11,2,-8,-20,-27,-37,-47,-53,-62,-71,-75
25862000000,-83,-89,-95,-98,-103,-107,-108,-110,-112,-113,-114,-114,-113,-112,-110,-108
25864000000,-106,-103,-100,-96,-92,-89,-84,-79,-75,-70,-64,-60,-54,-48,-44,-38
25866000000,-31,-27,-21,-16,-12,-6,0,2,7,12,15,20,24,26,30,33
25867000000,35,38,41,42,44,45,46,47,48,48,48,49,48,47,46,46
25869000000,45,43,42,40,39,37,35,33,31,28,26,24,22,19,17,14
25871000000,12,9,7,5,2,1,0,-3,-4,-6,-8,-9,-11,-13,-14,-15
25872000000,-16,-17,-18,-19,-19,-20,-21,-21,-21,-21,-21,-21,-21,-20,-20,-20
25874000000,-19,-19,-18,-18,-17,-16,-15,-14,-14,-13,-12,-11,-10,-9,-8,-7
25876000000,-6,-5,-4,-3,-2,-1,0,0,0,1,2,2,3,3,4,4
25877000000,5,5,6,6,6,6,6,7,6,7,7,6,6,6,6,6
25879000000,6,5,5,5,5,4,4,4,4,3,3,2,2,2,1,1
25881000000,1,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-3,-3
25882000000,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3
25884000000,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1
25886000000,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
25887000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25889000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25891000000,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25892000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25894000000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
25896000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25897000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25899000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26001000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26003000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26004000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26006000000,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
26008000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
26009000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26011000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26013000000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
26014000000,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2
26016000000,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2
26018000000,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,0
26019000000,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,4
26021000000,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4
26023000000,4,3,3,3,2,2,2,1,1,0,0,0,-1,-1,-2,-3
26024000000,-3,-4,-5,-5,-6,-7,-8,-9,-9,-10,-11,-11,-12,-13,-13,-14
26026000000,-15,-15,-15,-15,-16,-16,-16,-17,-16,-17,-16,-16,-16,-16,-15,-15
26028000000,-14,-13,-12,-11,-10,-10,-8,-7,-6,-4,-3,-2,0,1,2,4
26029000000,6,8,10,12,13,15,17,19,21,22,24,26,28,29,30,32
26031000000,33,34,35,36,36,37,38,38,38,38,37,37,36,35,34,33
26033000000,31,29,28,25,23,21,17,14,10,8,4,0,-2,-6,-11,-14
26034000000,-19,-24,-27,-32,-37,-40,-45,-49,-53,-57,-61,-65,-68,-72,-75,-78
26036000000,-81,-83,-86,-87,-89,-90,-91,-91,-91,-90,-90,-88,-86,-85,-81,-77
26038000000,-75,-70,-65,-61,-55,-48,-43,-36,-27,-22,-13,-4,2,12,22,29
26039000000,39,50,57,68,78,86,97,107,114,124,133,140,148,156,162,169
26041000000,175,179,184,188,191,193,194,194,195,193,189,188,183,176,172,164
26043000000,154,148,136,123,114,100,84,73,56,37,25,5,-14,-28,-49,-71
26044000000,-86,-108,-130,-145,-167,-189,-204,-225,-246,-260,-279,-297,-310,-326,-340,-351
26046000000,-363,-373,-381,-388,-394,-398,-400,-399,-399,-395,-388,-384,-373,-360,-351,-333
26048000000,-313,-300,-276,-250,-233,-203,-171,-150,-115,-78,-53,-14,25,53,95,138
26049000000,167,210,253,296,326,368,409,438,477,514,541,575,606,629,657,681
26051000000,699,717,732,744,753,758,763,760,754,750,736,718,706,680,649,628
26053000000,590,547,518,469,415,379,318,255,212,143,72,23,-51,-127,-180,-258
26054000000,-337,-392,-471,-550,-604,-680,-755,-807,-877,-944,-991,-1052,-1109,-1148,-1196,-1239
26056000000,-1269,-1302,-1328,-1347,-1361,-1369,-1375,-1369,-1356,-1348,-1321,-1286,-1263,-1215,-1158,-1120
26058000000,-1051,-973,-889,-832,-736,-633,-564,-452,-334,-254,-129,0,86,220,355,447
26059000000,584,721,814,949,1082,1173,1300,1423,1507,1620,1727,1801,1895,1981,2040,2111
26061000000,2170,2212,2253,2283,2304,2313,2310,2308,2283,2243,2218,2156,2081,2031,1934,1824
26063000000,1750,1619,1477,1380,1219,1047,931,744,549,417,210,0,-145,-363,-584,-734
26064000000,-957,-1179,-1330,-1547,-1760,-1905,-2109,-2305,-2438,-2618,-2787,-2902,-3050,-3184,-3275,-3383
26066000000,-3474,-3548,-3598,-3640,-3663,-3679,-3668,-3637,-3615,-3549,-3462,-3402,-3280,-3137,-3040,-2864
26068000000,-2668,-2535,-2309,-2067,-1902,-1633,-1350,-1157,-854,-541,-328,0,331,557,896,1236
26069000000,1466,1804,2137,2362,2684,2997,3208,3501,3779,3967,4217,4448,4603,4799,4971,5086
26071000000,5217,5320,5388,5444,5472,5488,5465,5411,5372,5267,5130,5035,4848,4631,4481,4216
26073000000,3923,3723,3386,3026,2781,2384,1968,1685,1241,784,474,0,-482,-969,-1297,-1785
26074000000,-2271,-2597,-3073,-3538,-3849,-4292,-4717,-5000,-5391,-5757,-5999,-6320,-6610,-6800,-7035,-7234
26076000000,-7362,-7499,-7596,-7654,-7682,-7669,-7652,-7567,-7440,-7346,-7147,-6906,-6736,-6427,-6077,-5835
26078000000,-5423,-4976,-4669,-4168,-3637,-3275,-2700,-2104,-1700,-1073,-433,0,654,1314,1758,2417
26079000000,3071,3508,4145,4766,5179,5767,6330,6702,7216,7696,8010,8427,8803,9044,9344,9597
26081000000,9754,9922,10037,10100,10125,10094,10058,9934,9754,9619,9345,9018,8639,8370,7905,7392
26083000000,7036,6447,5817,5385,4693,3968,3474,2704,1911,1374,552,-279,-838,-1679,-2517,-3078
26084000000,-3905,-4717,-5256,-6036,-6789,-7284,-7985,-8647,-9078,-9669,-10212,-10560,-11015,-11414,-11663,-11962
26086000000,-12198,-12335,-12461,-12520,-12537,-12483,-12359,-12254,-12016,-11710,-11482,-11066,-10586,-10244,-9663,-9024
26088000000,-8578,-7850,-7074,-6540,-5692,-4808,-4204,-3268,-2307,-1657,-667,333,1003,2010,3011,3676
26089000000,4659,5621,6255,7174,8059,8636,9454,10225,10721,11404,12029,12592,12941,13393,13773,13999
26091000000,14256,14437,14526,14576,14547,14495,14332,14091,13897,13526,13079,12749,12180,11542,11088,10342
26093000000,9535,8973,8075,7130,6480,5466,4417,3704,2611,1499,751,-378,-1510,-2264,-3386,-4495
26094000000,-5225,-6296,-7336,-8014,-8990,-9920,-10518,-11361,-12144,-12638,-13312,-13917,-14285,-14764,-15164,-15392
26096000000,-15654,-15831,-15909,-15943,-15890,-15812,-15615,-15332,-15102,-14679,-14175,-13800,-13167,-12461,-11955,-11135
26098000000,-10254,-9637,-8662,-7638,-6933,-5840,-4714,-3561,-2780,-1595,-400,398,1596,2786,3573,4737
26099000000,5875,6619,7702,8744,9415,10376,11281,11852,12653,13385,13834,14443,14973,15282,15675,15983
26101000000,16140,16302,16375,16374,16298,16134,15974,15664,15268,14957,14425,13814,13364,12631,11829,11258
26103000000,10353,9393,8722,7681,6600,5858,4722,3561,2777,1590,397,-398,-1589,-2768,-3545,-4692
26104000000,-5812,-6539,-7599,-8616,-9264,-10196,-11071,-11616,-12385,-13084,-13505,-14081,-14579,-14861,-15223,-15502
26106000000,-15634,-15770,-15819,-15798,-15704,-15525,-15262,-15034,-14635,-14159,-13791,-13190,-12520,-12029,-11251,-10415
26108000000,-9821,-8899,-7931,-7259,-6229,-5169,-4445,-3349,-2238,-1493,-373,742,1481,2580,3659,4362
26109000000,5397,6398,7038,7970,8854,9407,10201,10936,11382,12009,12568,12891,13330,13694,13882,14118
26111000000,14275,14324,14351,14299,14209,14029,13773,13549,13173,12727,12380,11825,11209,10756,10047,9288
26113000000,8747,7915,7045,6439,5518,4572,3927,2954,1971,1312,326,-654,-1301,-2261,-3202,-3812
26114000000,-4710,-5576,-6126,-6927,-7686,-8397,-8832,-9456,-10023,-10357,-10824,-11229,-11450,-11747,-11978,-12079
26116000000,-12198,-12249,-12230,-12171,-12045,-11909,-11677,-11384,-11139,-10748,-10302,-9960,-9430,-8851,-8430,-7783
26118000000,-7099,-6616,-5881,-5120,-4595,-3803,-2997,-2451,-1634,-816,-271,537,1336,1858,2629,3378
26119000000,3857,4561,5233,5652,6263,6834,7178,7675,8126,8385,8752,9068,9234,9461,9635,9704
26121000000,9786,9814,9787,9726,9613,9492,9295,9050,8843,8522,8157,7877,7447,6982,6640,6122
26123000000,5577,5008,4607,4006,3390,2967,2335,1698,1269,632,0,-418,-1035,-1640,-2030,-2605
26124000000,-3158,-3507,-4018,-4501,-4796,-5226,-5623,-5855,-6190,-6487,-6650,-6881,-7071,-7160,-7282,-7362
26126000000,-7377,-7389,-7360,-7303,-7209,-7077,-6952,-6760,-6533,-6349,-6070,-5761,-5527,-5175,-4799,-4526
26128000000,-4118,-3693,-3393,-2947,-2490,-2177,-1711,-1243,-928,-462,0,302,750,1188,1469,1883
26129000000,2281,2530,2895,3239,3447,3751,4031,4191,4426,4633,4742,4901,5030,5087,5166,5217
26131000000,5238,5222,5195,5140,5074,4975,4850,4740,4574,4387,4239,4018,3779,3599,3334,3054
26133000000,2853,2555,2248,2033,1716,1394,1175,852,529,315,0,-311,-514,-811,-1099,-1282
26134000000,-1550,-1805,-1962,-2192,-2406,-2532,-2716,-2883,-2975,-3110,-3225,-3281,-3363,-3425,-3445,-3474
26136000000,-3484,-3468,-3446,-3405,-3358,-3287,-3201,-3124,-3011,-2884,-2783,-2635,-2474,-2354,-2178,-1993
26138000000,-1859,-1663,-1461,-1320,-1113,-903,-761,-551,-343,-204,0,198,327,518,701,877
26139000000,987,1148,1299,1390,1524,1647,1717,1820,1911,1958,2028,2085,2109,2145,2169,2170
26141000000,2173,2164,2144,2116,2077,2037,1981,1915,1859,1778,1689,1620,1519,1413,1333,1218
26143000000,1099,1013,889,763,675,547,419,332,206,81,0,-121,-238,-313,-422,-527
26144000000,-592,-688,-778,-831,-909,-981,-1022,-1081,-1134,-1160,-1200,-1232,-1245,-1265,-1277,-1276
26146000000,-1276,-1269,-1256,-1238,-1213,-1189,-1154,-1114,-1080,-1032,-979,-922,-879,-816,-750,-702
26148000000,-633,-561,-511,-438,-364,-314,-240,-167,-118,-47,22,67,133,196,236,295
26149000000,351,385,434,481,507,546,582,601,629,654,665,681,694,697,703,705
26151000000,701,697,688,677,663,645,629,606,581,560,531,499,475,440,404,377
26153000000,340,300,273,233,194,166,127,87,61,23,-13,-37,-72,-105,-127,-157
26154000000,-187,-204,-230,-254,-268,-288,-306,-316,-330,-343,-352,-356,-362,-367,-366,-367
26156000000,-365,-361,-356,-350,-342,-333,-322,-312,-299,-284,-272,-256,-238,-225,-206,-187
26158000000,-173,-153,-133,-119,-99,-79,-65,-45,-26,-13,5,23,34,51,67,76
26159000000,91,104,112,124,135,140,149,157,160,166,171,173,175,177,176,177
26161000000,176,173,171,168,164,159,154,149,142,135,129,121,112,106,97,87
26163000000,81,71,61,55,45,36,29,20,10,1,-3,-12,-20,-25,-32,-39
26164000000,-43,-50,-56,-59,-64,-68,-70,-74,-77,-78,-80,-81,-82,-82,-82,-82
26166000000,-81,-80,-79,-77,-75,-73,-71,-68,-65,-62,-58,-56,-52,-48,-45,-40
26168000000,-36,-33,-29,-24,-21,-17,-13,-10,-6,-2,0,3,7,9,12,16
26169000000,17,20,23,24,26,28,29,30,32,32,33,33,33,34,34,33
26171000000,33,32,32,31,31,30,28,27,26,25,23,21,20,18,17,15
26173000000,13,12,10,8,7,5,4,2,1,0,-2,-3,-4,-5,-6,-8
26174000000,-9,-9,-10,-11,-12,-13,-13,-13,-14,-14,-15,-15,-15,-15,-15,-15
26176000000,-14,-14,-14,-13,-13,-13,-12,-12,-11,-11,-10,-10,-9,-8,-8,-7
26178000000,-6,-6,-5,-4,-4,-3,-2,-2,-1,-1,0,0,0,0,1,1
26179000000,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
26181000000,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1
26183000000,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
26184000000,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
26186000000,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1
26188000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
26190000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26191000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26193000000,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
26195000000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
26196000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26198000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
